0.0005	0.00000030
0.0049	0.00000128
0.0097	0.00000059
0.0148	-0.00000007
0.0197	0.00000087
0.0247	0.00000024
0.0298	-0.00000050
0.0359	0.00000173
0.0416	0.00000121
0.0458	0.00000073
0.0507	0.00000095
0.0568	-0.00000006
0.0618	0.00000008
0.0668	0.00000026
0.0726	-0.00000116
0.0773	-0.00000267
0.0814	-0.00000101
0.0864	-0.00000051
0.0914	0.00000017
0.0964	0.00000127
0.1013	-0.00000190
0.1054	-0.00000049
0.1103	0.00000023
0.1144	-0.00000054
0.1204	-0.00000109
0.1254	-0.00000197
0.1306	0.00000034
0.1354	0.00000034
0.1406	-0.00000003
0.1453	0.00000087
0.1503	0.00000037
0.1553	0.00000072
0.1603	0.00000253
0.1654	0.00000243
0.1701	0.00000130
0.1749	0.00000270
0.1790	0.00000230
0.1839	0.00000221
0.1880	0.00000185
0.1930	0.00000107
0.1980	0.00000211
0.2030	0.00000267
0.2080	0.00000187
0.2129	0.00000053
0.2180	0.00000046
0.2229	0.00000062
0.2279	0.00000058
0.2320	0.00000065
0.2369	0.00000036
0.2420	0.00000005
0.2470	0.00000024
0.2521	-0.00000149
0.2571	-0.00000033
0.2620	0.00000017
0.2670	-0.00000031
0.2714	0.00000047
0.2765	0.00000221
0.2814	0.00000131
0.2869	0.00000032
0.2915	0.00000002
0.2965	0.00000074
0.3006	0.00000080
0.3061	-0.00000088
0.3105	-0.00000125
0.3160	-0.00000075
0.3205	-0.00000055
0.3266	0.00000093
0.3315	0.00000043
0.3375	0.00000136
0.3426	0.00000165
0.3474	0.00000215
0.3524	0.00000281
0.3585	0.00000092
0.3636	0.00000077
0.3692	0.00000038
0.3737	0.00000024
0.3786	0.00000136
0.3836	-0.00000140
0.3888	0.00000104
0.3938	0.00000004
0.3986	-0.00000053
0.4037	-0.00000126
0.4089	-0.00000098
0.4132	-0.00000050
0.4177	0.00000115
0.4220	0.00000127
0.4270	0.00000112
0.4314	0.00000181
0.4357	-0.00000008
0.4406	-0.00000066
0.4449	-0.00000092
0.4497	-0.00000206
0.4547	-0.00000218
0.4599	-0.00000133
0.4649	0.00000093
0.4694	-0.00000155
0.4742	-0.00000161
0.4796	-0.00000187
0.4843	-0.00000127
0.4901	-0.00000145
0.4945	-0.00000043
0.4991	-0.00000204
0.5041	-0.00000352
0.5092	-0.00000325
0.5144	-0.00000366
0.5195	-0.00000436
0.5244	-0.00000477
0.5296	-0.00000505
0.5345	-0.00000379
0.5400	-0.00000307
0.5443	-0.00000171
0.5493	-0.00000213
0.5543	-0.00000209
0.5588	-0.00000114
0.5637	-0.00000002
0.5685	-0.00000056
0.5733	0.00000058
0.5780	0.00000034
0.5830	0.00000085
0.5879	0.00000025
0.5922	-0.00000187
0.5966	-0.00000286
0.6017	-0.00000197
0.6067	-0.00000033
0.6112	0.00000039
0.6156	0.00000050
0.6206	-0.00000067
0.6257	-0.00000159
0.6300	-0.00000108
0.6345	-0.00000103
0.6397	-0.00000061
0.6447	-0.00000062
0.6494	-0.00000104
0.6544	-0.00000030
0.6587	-0.00000008
0.6637	0.00000133
0.6686	0.00000183
0.0005	0.00000087
0.0059	0.00000075
0.0104	0.00000118
0.0156	0.00000162
0.0205	0.00000062
0.0254	-0.00000171
0.0306	-0.00000300
0.0368	-0.00000242
0.0415	-0.00000211
0.0469	-0.00000122
0.0516	-0.00000155
0.0567	0.00000028
0.0616	0.00000013
0.0670	-0.00000043
0.0715	0.00000045
0.0765	0.00000031
0.0816	0.00000036
0.0865	0.00000050
0.0915	0.00000034
0.0971	0.00000080
0.1022	0.00000054
0.1067	0.00000188
0.1116	0.00000311
0.1166	0.00000211
0.1208	0.00000055
0.1254	-0.00000134
0.1304	-0.00000020
0.1354	-0.00000187
0.1402	-0.00000219
0.1451	-0.00000087
0.1500	0.00000055
0.1547	-0.00000009
0.1594	0.00000139
0.1643	0.00000128
0.1693	0.00000124
0.1739	0.00000132
0.1788	0.00000043
0.1839	0.00000074
0.1891	0.00000303
0.1941	0.00000187
0.1986	0.00000246
0.2037	0.00000151
0.2085	0.00000210
0.2132	0.00000135
0.2184	0.00000186
0.2228	0.00000056
0.2277	0.00000016
0.2328	0.00000120
0.2378	0.00000136
0.2422	0.00000142
0.2467	0.00000094
0.2509	0.00000041
0.2558	-0.00000091
0.2608	0.00000022
0.2657	0.00000037
0.2709	0.00000231
0.2757	0.00000218
0.2807	0.00000144
0.2858	0.00000119
0.2908	0.00000199
0.2956	0.00000002
0.3003	-0.00000189
0.3047	-0.00000168
0.3096	-0.00000143
0.3145	0.00000018
0.3198	0.00000004
0.3246	-0.00000060
0.3296	0.00000064
0.3344	0.00000026
0.3390	0.00000234
0.3438	0.00000129
0.3488	0.00000206
0.3538	0.00000323
0.3587	0.00000351
0.3638	0.00000226
0.3688	0.00000063
0.3738	0.00000160
0.3789	0.00000057
0.3839	0.00000131
0.3882	0.00000093
0.3934	0.00000030
0.3981	0.00000176
0.4027	0.00000060
0.4075	0.00000017
0.4124	0.00000117
0.4175	0.00000222
0.4220	0.00000211
0.4270	0.00000142
0.4321	0.00000078
0.4366	0.00000133
0.4408	0.00000198
0.4455	0.00000215
0.4505	0.00000154
0.4549	0.00000142
0.4600	0.00000187
0.4648	0.00000254
0.4690	0.00000291
0.4733	0.00000098
0.4781	0.00000063
0.4832	-0.00000235
0.4875	-0.00000256
0.4921	-0.00000159
0.4976	-0.00000181
0.5022	-0.00000147
0.5066	-0.00000098
0.5116	-0.00000036
0.5165	0.00000022
0.5209	-0.00000009
0.5252	-0.00000003
0.5301	0.00000081
0.5351	-0.00000047
0.5402	-0.00000051
0.5452	-0.00000012
0.5500	-0.00000195
0.5552	-0.00000299
0.5602	-0.00000267
0.5651	-0.00000223
0.5702	-0.00000211
0.5750	-0.00000113
0.5793	-0.00000130
0.5837	0.00000021
0.5890	0.00000061
0.5937	-0.00000170
0.5980	-0.00000018
0.6033	-0.00000008
0.6082	0.00000027
0.6132	0.00000046
0.6182	-0.00000044
0.6230	-0.00000060
0.6280	-0.00000031
0.6321	-0.00000211
0.6371	-0.00000268
0.6422	-0.00000176
0.6472	-0.00000121
0.6520	0.00000016
0.6570	-0.00000130
0.6619	-0.00000035
0.6668	0.00000185
0.6709	0.00000078
0.6759	-0.00000054
0.6810	-0.00000205
0.6860	-0.00000209
0.6909	-0.00000157
0.6959	-0.00000020
0.7004	-0.00000050
0.7057	-0.00000159
0.7106	-0.00000174
