time_s,value,state
0.0044,64670,none
0.0047,65926,none
0.0084,65588,none
0.0125,65678,none
0.0166,66527,none
0.0212,67111,none
0.0247,67120,none
0.0316,67310,none
0.0330,67992,none
0.0371,68614,none
0.0413,68667,none
0.0455,70046,none
0.0493,69515,none
0.0535,70592,none
0.0576,70782,none
0.0618,70863,none
0.0680,70825,none
0.0705,71385,none
0.0726,72,none
0.0743,299,none
0.0755,7236,none
0.0819,4,none
0.0827,73039,none
0.0827,73224,none
0.0908,73384,none
0.0910,74187,none
0.0970,74349,none
0.1003,74655,none
0.1025,74531,none
0.1084,75135,none
0.1155,76152,none
0.1156,76623,none
0.1245,77467,none
0.1263,77072,none
0.1307,77326,none
0.1338,78295,none
0.1398,78211,none
0.1403,79215,none
0.1466,78974,none
0.1537,78711,none
0.1550,79682,none
0.1577,80454,none
0.1601,80635,none
0.1648,80980,none
0.1734,81206,none
0.1765,82424,none
0.1772,81920,none
0.1892,82665,none
0.1893,81784,none
0.1895,84141,none
0.1932,83549,none
0.2004,83969,none
0.2100,84806,none
0.2100,83559,none
0.2102,85338,none
0.2125,85179,none
0.2137,85486,none
0.2250,86432,none
0.2260,85149,none
0.2292,86938,none
0.2399,87283,none
0.2401,88078,none
0.2403,87537,none
0.2430,87361,none
0.2493,89130,none
0.2552,89222,none
0.2575,89196,none
0.2589,89261,none
0.2640,89557,none
0.2680,90977,none
0.2752,90893,none
0.2763,91115,none
0.2804,91231,none
0.2838,90864,none
0.2899,92329,none
0.2916,92115,none
0.2972,92727,none
0.2994,93216,none
0.3076,92943,none
0.3098,94225,none
0.3128,93295,none
0.3158,94338,none
0.3252,94521,none
0.3254,93853,none
0.3283,9,none
0.3285,5463,none
0.3310,9517,none
0.3329,4,none
0.3426,95347,none
0.3463,95728,none
0.3465,95474,none
0.3475,97246,none
0.3506,96739,none
0.3593,97390,none
0.3596,97260,none
0.3622,97411,none
0.3715,97931,none
0.3722,98814,none
0.3766,98179,none
0.3818,98975,none
0.3855,98955,none
0.3856,100467,none
0.3926,99985,none
0.3976,100407,none
0.4013,100124,none
0.4034,100589,none
0.4104,102177,none
0.4118,101190,none
0.4232,101478,none
0.4339,102545,none
0.4477,102076,none
0.4547,102050,none
0.4593,102461,none
0.4622,102546,none
0.4720,103224,none
0.4777,102849,none
0.4781,104640,none
