time_s,value,state
0.0045,64784,none
0.0077,65220,none
0.0118,65592,none
0.0158,65922,none
0.0199,66620,none
0.0275,66624,none
0.0284,67403,none
0.0322,67337,none
0.0363,67609,none
0.0405,68719,none
0.0446,69585,none
0.0484,69024,none
0.0526,69581,none
0.0568,70225,none
0.0585,702,none
0.0609,80,none
0.0628,71079,none
0.0653,71564,none
0.0711,71919,none
0.0730,71958,none
0.0802,72686,none
0.0895,72722,none
0.0905,73481,none
0.0909,73943,none
0.0954,74028,none
0.0979,74063,none
0.1084,74581,none
0.1087,75373,none
0.1104,75545,none
0.1185,75873,none
0.1197,76406,none
0.1261,76485,none
0.1352,76862,none
0.1380,77652,none
0.1387,77454,none
0.1435,78140,none
0.1487,78444,none
0.1503,79666,none
0.1562,79672,none
0.1612,79513,none
0.1615,80044,none
0.1632,80567,none
0.1680,80725,none
0.1777,81176,none
0.1781,81956,none
0.1942,81375,none
0.1978,82151,none
0.2053,83174,none
0.2127,83076,none
0.2147,82985,none
0.2187,83644,none
0.2201,84285,none
0.2215,84933,none
0.2230,84903,none
0.2303,85253,none
0.2332,85350,none
0.2412,85385,none
0.2419,86565,none
0.2422,86537,none
0.2433,86667,none
0.2459,87494,none
0.2549,87111,none
0.2576,87743,none
0.2577,87940,none
0.2578,88136,none
0.2579,89115,none
0.2745,88983,none
0.2761,89137,none
0.2764,89836,none
0.2771,89858,none
0.2784,90337,none
0.2826,90803,none
0.2863,91082,none
0.2905,91384,none
0.2991,91466,none
0.3053,91673,none
0.3073,92397,none
0.3090,92581,none
0.3121,92756,none
0.3146,93,none
0.3162,500,none
0.3185,94116,none
0.3251,93235,none
0.3263,94564,none
0.3331,94833,none
0.3389,95169,none
0.3392,95212,none
0.3408,95471,none
0.3469,96032,none
0.3519,96506,none
0.3531,96415,none
0.3564,96712,none
0.3618,96439,none
0.3652,97469,none
0.3690,97670,none
0.3728,97450,none
0.3770,98320,none
0.3828,98637,none
0.3858,98329,none
0.3898,99204,none
0.3944,99222,none
0.3974,99317,none
0.4016,99939,none
0.4065,100429,none
0.4108,100590,none
0.4152,100743,none
0.4190,100837,none
0.4244,101608,none
0.4269,101051,none
0.4316,101550,none
0.4363,102005,none
0.4406,102198,none
0.4440,102304,none
0.4466,102780,none
0.4540,102675,none
0.4544,103740,none
0.4547,103485,none
0.4580,104099,none
0.4626,104464,none
0.4665,104549,none
0.4742,104675,none
0.4744,104972,none
0.4869,104879,none
0.4874,105672,none
0.4879,105768,none
0.4939,105797,none
0.4951,105881,none
0.5018,106592,none
0.5072,107266,none
0.5075,106947,none
0.5135,107247,none
0.5158,107667,none
0.5223,107647,none
0.5247,108079,none
0.5370,107864,none
0.5414,108175,none
0.5426,108751,none
0.5431,109045,none
0.5464,109855,none
0.5562,109788,none
0.5580,109761,none
0.5584,109723,none
0.5610,109837,none
0.5703,110708,none
0.5706,110841,none
0.5726,1108,none
0.5737,41,none
0.5750,111546,none
0.5784,111531,none
0.5826,111868,none
0.5864,111368,none
0.5908,112033,none
0.5954,111839,none
0.5994,112813,none
0.6029,113168,none
0.6070,113289,none
0.6116,113634,none
0.6155,113308,none
0.6218,113205,none
0.6242,114120,none
0.6284,114230,none
0.6328,114019,none
0.6406,114362,none
0.6436,114505,none
0.6465,115287,none
0.6489,115132,none
0.6534,115263,none
0.6573,114911,none
0.6603,116050,none
0.6656,115837,none
0.6699,116090,none
0.6743,116618,none
0.6784,116844,none
0.6823,116719,none
0.6856,117033,none
0.6895,117544,none
0.6948,117880,none
0.6981,117654,none
0.6996,117,none
0.7070,773,none
0.7090,117775,none
0.7113,118311,none
0.7118,118158,none
0.7125,119357,none
0.7181,118929,none
0.7229,119435,none
0.7247,118979,none
0.7340,119306,none
0.7365,120171,none
0.7415,120116,none
0.7437,120100,none
0.7481,120536,none
0.7511,120453,none
0.7572,120608,none
0.7579,121094,none
0.7644,120799,none
0.7673,121482,none
0.7714,121486,none
0.7741,122138,none
0.7792,121905,none
0.7833,122848,none
0.7873,122231,none
0.7903,122931,none
0.8093,122992,none
0.8123,123131,none
0.8143,123423,none
0.8182,123589,none
0.8208,123690,none
0.8243,123626,none
0.8273,123939,none
0.8295,124135,none
0.8324,124481,none
0.8340,124013,none
0.8362,125031,none
0.8390,124971,none
0.8408,124912,none
0.8431,125328,none
0.8575,125240,none
0.8604,125084,none
0.8631,125798,none
0.8654,125827,none
0.8678,125600,none
0.8700,126305,none
0.8740,126472,none
0.8782,126553,none
0.8802,126481,none
0.8879,127138,none
0.8884,127311,none
0.8946,127254,none
0.8986,127436,none
0.9025,127793,none
0.9077,127802,none
0.9087,127982,none
0.9148,127765,none
0.9224,128033,none
0.9232,128360,none
0.9274,128677,none
0.9312,129027,none
