time_s,value,state
0.0039,69069,none
0.0048,68247,none
0.0080,69156,none
0.0119,69198,none
0.0163,71229,none
0.0200,71493,none
0.0245,70367,none
0.0282,71019,none
0.0324,72265,none
0.0366,73524,none
0.0407,73738,none
0.0452,72972,none
0.0501,73005,none
0.0529,73164,none
0.0576,75360,none
0.0616,75502,none
0.0652,75206,none
0.0709,75533,none
0.0759,76045,none
0.0780,77211,none
0.0842,77102,none
0.0898,76545,none
0.0910,77277,none
0.0921,7752,none
0.0945,3,none
0.0974,79179,none
0.1004,78999,none
0.1037,79568,none
0.1119,79331,none
0.1121,79262,none
0.1204,81971,none
0.1205,80382,none
0.1281,80985,none
0.1283,81083,none
0.1395,81647,none
0.1612,83551,none
0.1781,82542,none
0.1844,83145,none
0.1846,83079,none
0.1898,83222,none
0.1936,84285,none
0.1936,83866,none
0.1937,84418,none
0.2111,85366,none
0.2117,84286,none
0.2118,87063,none
0.2119,85983,none
0.2219,87377,none
0.2249,87085,none
0.2478,87269,none
0.2614,88959,none
0.2652,87450,none
0.2699,89472,none
0.2701,88207,none
0.2702,88386,none
0.2702,90183,none
0.2704,89584,none
0.2705,90432,none
0.2706,90598,none
0.2809,90550,none
0.2821,92303,none
0.2821,91750,none
0.2840,92873,none
0.2866,92567,none
0.2879,91740,none
0.2880,93503,none
0.2886,92801,none
0.2903,95109,none
0.2911,94413,none
0.2942,94254,none
0.3273,95179,none
0.3275,94780,none
0.3278,96437,none
0.3438,96004,none
0.3442,95339,none
0.3645,96755,none
0.3646,96281,none
0.3647,97717,none
0.3648,97509,none
0.3650,97004,none
0.3658,97688,none
0.3658,97787,none
0.3660,99742,none
0.3663,99176,none
0.3666,99097,none
0.3669,99619,none
0.3682,98943,none
0.3685,101900,none
0.3704,100175,none
0.3706,100552,none
0.3746,100541,none
0.3747,101030,none
0.3769,102340,none
0.3803,101090,none
0.4002,102096,none
0.4317,102531,none
0.4389,101647,none
0.4391,103443,none
0.4392,102658,none
0.4434,103635,none
0.4435,103641,none
0.4516,103913,none
0.4529,104837,none
0.4574,104849,none
0.4576,105108,none
0.4576,105294,none
0.4588,105734,none
0.4592,107520,none
0.4598,106544,none
0.4608,106618,none
0.4613,107184,none
0.4627,107994,none
0.4629,108272,none
0.4630,107608,none
0.4631,107492,none
0.4634,108725,none
0.4635,109565,none
0.4635,109817,none
0.4773,109321,none
0.4795,109405,none
0.4799,109022,none
0.4803,110052,none
0.4823,111175,none
0.4834,110743,none
0.4874,110573,none
0.4916,111041,none
