time_s,value,state
0.0038,66011,none
0.0071,65703,none
0.0110,66854,none
0.0150,67615,none
0.0190,68005,none
0.0231,67452,none
0.0281,68295,none
0.0313,68770,none
0.0357,69493,none
0.0394,69822,none
0.0436,70460,none
0.0477,70435,none
0.0520,70857,none
0.0560,71909,none
0.0600,71691,none
0.0639,71985,none
0.0696,72752,none
0.0730,73144,none
0.0768,73081,none
0.0805,73818,none
0.0886,74213,none
0.0901,74614,none
0.0915,7,none
0.0933,4797,none
0.0950,7565,none
0.0986,4,none
0.1020,76175,none
0.1026,76088,none
0.1053,77069,none
0.1104,76597,none
0.1206,77084,none
0.1252,78041,none
0.1269,78020,none
0.1270,78338,none
0.1350,79069,none
0.1364,80097,none
0.1400,79944,none
0.1535,80234,none
0.1545,80324,none
0.1587,80866,none
0.1614,81022,none
0.1614,81815,none
0.1674,81657,none
0.1679,82338,none
0.1729,82912,none
0.1768,83035,none
0.1870,83358,none
0.1900,83661,none
0.1907,84439,none
0.1928,84813,none
0.2020,85254,none
0.2046,85493,none
0.2054,85910,none
0.2081,85764,none
0.2176,86474,none
0.2188,87108,none
0.2198,87180,none
0.2212,8737,none
0.2240,0,none
0.2291,87588,none
0.2305,88128,none
0.2359,88406,none
0.2364,89193,none
0.2405,89389,none
0.2465,88883,none
0.2509,90181,none
0.2555,90580,none
0.2615,90857,none
0.2635,90655,none
0.2693,91403,none
0.2703,91476,none
0.2731,91836,none
0.2797,92150,none
0.2847,92522,none
0.2934,92416,none
0.2990,93258,none
0.2993,93451,none
0.2993,93912,none
0.3082,94771,none
0.3159,94789,none
0.3215,94736,none
0.3253,94464,none
0.3255,95717,none
0.3256,96047,none
0.3268,95942,none
0.3376,96985,none
0.3424,96668,none
0.3475,97209,none
0.3511,96928,none
0.3539,96854,none
0.3581,97689,none
0.3597,98382,none
0.3617,98557,none
0.3635,98348,none
0.3650,99186,none
0.3687,99419,none
0.3725,99759,none
0.3781,100053,none
0.3813,100222,none
0.3885,100372,none
0.3908,100817,none
0.4080,101223,none
0.4120,101225,none
0.4226,101350,none
0.4246,101507,none
0.4272,102000,none
0.4301,102872,none
0.4348,102660,none
0.4351,102921,none
0.4372,103002,none
0.4376,103051,none
0.4379,104526,none
0.4456,104349,none
0.4457,104592,none
0.4498,104597,none
0.4522,105162,none
0.4548,105727,none
0.4615,105653,none
0.4664,105786,none
0.4706,106987,none
0.4749,106381,none
0.4752,106611,none
0.4773,10,none
0.4842,6516,none
0.4871,107759,none
0.4892,107070,none
0.4895,108128,none
0.4943,108169,none
0.5022,108395,none
0.5139,108662,none
0.5197,108201,none
0.5391,109124,none
0.5392,109203,none
0.5404,110395,none
0.5408,110075,none
0.5415,109975,none
0.5419,110704,none
0.5420,110453,none
0.5420,110542,none
0.5443,111006,none
0.5445,111085,none
0.5479,111510,none
0.5517,111972,none
0.5593,112365,none
0.5607,112029,none
0.5659,112657,none
0.5707,112694,none
0.5724,112939,none
0.5790,112926,none
0.5856,113652,none
0.5860,113332,none
0.5930,114115,none
0.5954,114102,none
0.6009,114692,none
0.6042,114515,none
0.6123,115003,none
0.6124,114990,none
0.6137,115578,none
0.6140,115753,none
0.6199,115851,none
0.6230,116342,none
0.6256,116297,none
0.6352,116197,none
0.6360,116835,none
0.6379,117326,none
0.6429,116961,none
0.6470,117656,none
0.6531,118416,none
0.6567,118369,none
0.6611,118609,none
0.6627,118146,none
0.6709,118590,none
0.6713,118507,none
0.6783,119055,none
0.6784,119637,none
0.6879,119447,none
0.6881,119778,none
0.6908,119629,none
0.6964,119729,none
0.7019,120552,none
0.7094,120660,none
0.7205,120469,none
0.7214,120693,none
0.7220,121565,none
0.7223,121034,none
0.7243,121200,none
0.7313,121671,none
0.7346,122293,none
0.7374,122352,none
0.7397,122361,none
0.7442,122139,none
0.7445,122571,none
0.7497,122628,none
0.7520,122743,none
0.7617,123198,none
0.7619,123366,none
0.7647,123854,none
0.7695,123827,none
0.7726,123898,none
0.7773,124154,none
0.7872,124581,none
0.7931,124462,none
0.7931,124764,none
0.7974,124280,none
0.8027,125610,none
0.8045,125489,none
0.8100,126064,none
0.8101,125942,none
0.8142,126628,none
0.8282,125548,none
0.8282,126197,none
0.8296,126723,none
0.8370,126351,none
0.8391,126818,none
0.8489,126891,none
0.8546,127576,none
0.8546,127314,none
0.8547,127619,none
0.8548,128470,none
0.8616,1,none
0.8618,28613,none
0.8678,128462,none
0.8691,128380,none
0.8818,128527,none
0.8868,128623,none
0.8900,129027,none
0.8901,129560,none
0.8902,129752,none
0.8951,129605,none
0.8952,130043,none
0.9038,129768,none
0.9041,129750,none
0.9046,130421,none
0.9087,130473,none
