time_s,value,state
0.0038,64525,none
0.0042,65588,none
0.0084,65734,none
0.0123,66555,none
0.0169,66169,none
0.0206,66791,none
0.0247,67674,none
0.0290,67781,none
0.0330,68402,none
0.0371,68924,none
0.0411,69940,none
0.0453,69695,none
0.0503,70136,none
0.0538,70002,none
0.0581,70892,none
0.0629,71511,none
0.0658,71732,none
0.0702,72657,none
0.0784,72397,none
0.0812,72178,none
0.0924,73391,none
0.0959,74055,none
0.1026,74580,none
0.1026,75138,none
0.1066,74482,none
0.1121,75302,none
0.1121,76348,none
0.1122,76405,none
0.1156,77103,none
0.1199,76735,none
0.1348,76780,none
0.1349,77798,none
0.1382,78607,none
0.1384,78772,none
0.1392,78354,none
0.1393,79446,none
0.1554,79340,none
0.1627,80498,none
0.1632,80684,none
0.1634,80739,none
0.1644,80792,none
0.1680,81226,none
0.1784,82815,none
0.1786,82256,none
0.1804,83107,none
0.1805,82981,none
0.1983,83544,none
0.2082,83979,none
0.2130,83929,none
0.2152,84589,none
0.2191,85017,none
0.2232,84660,none
0.2233,86134,none
0.2235,85227,none
0.2237,85737,none
0.2237,86617,none
0.2279,87289,none
0.2297,87291,none
0.2341,86746,none
0.2357,879,none
0.2413,71,none
0.2418,88895,none
0.2420,88374,none
0.2493,90152,none
0.2564,89536,none
0.2567,89796,none
0.2655,90270,none
0.2842,90318,none
0.2922,91339,none
0.2959,89505,none
0.2962,91451,none
0.2980,92130,none
0.2982,92296,none
0.3121,92572,none
0.3391,92957,none
0.3630,93332,none
0.3706,93264,none
0.3791,94236,none
0.3792,94384,none
0.3792,94821,none
0.3910,94114,none
0.3911,94863,none
0.3911,95166,none
0.3914,96180,none
0.3914,96545,none
0.3915,96255,none
0.4258,96609,none
0.4325,96415,none
0.4466,97936,none
0.4770,98095,none
0.4890,97601,none
0.5301,97842,none
0.5355,97650,none
0.5455,98710,none
0.5570,98666,none
0.5650,99317,none
0.5700,99426,none
0.5749,99502,none
0.5898,100207,none
0.6062,100265,none
0.6234,100230,none
0.6356,101023,none
0.6368,100657,none
0.6369,101627,none
0.6370,101702,none
0.6517,102265,none
0.6518,102551,none
0.6519,102419,none
0.6642,104108,none
0.6846,104054,none
0.6937,103004,none
0.7241,103701,none
0.7332,103165,none
0.7438,105177,none
0.7470,104545,none
0.7472,104618,none
0.7473,104702,none
0.7475,105530,none
0.7594,106639,none
0.7595,105543,none
0.7595,105685,none
0.7656,106155,none
0.7657,107196,none
0.7705,107781,none
0.7783,108531,none
0.7784,107675,none
0.7785,106869,none
0.7908,108186,none
0.7979,108234,none
0.7980,108086,none
0.7983,108830,none
0.8092,107913,none
0.8175,109042,none
0.8295,109624,none
0.8298,109849,none
0.8300,110112,none
0.8303,110698,none
0.8356,110276,none
0.8357,110872,none
0.8597,110944,none
0.8837,110903,none
0.9271,111759,none
0.9453,111404,none
0.9543,111930,none
0.9544,112408,none
0.9565,112800,none
