time_s,value,state
0.0055,65345,none
0.0070,65908,none
0.0115,66071,none
0.0152,66605,none
0.0193,67018,none
0.0236,67446,none
0.0292,68225,none
0.0316,68799,none
0.0356,68880,none
0.0400,68937,none
0.0440,69829,none
0.0479,70340,none
0.0523,70490,none
0.0559,71036,none
0.0635,71298,none
0.0662,71521,none
0.0687,72012,none
0.0727,72506,none
0.0871,73073,none
0.0874,73256,none
0.0877,73591,none
0.0923,73985,none
0.0963,74667,none
0.1087,74465,none
0.1133,75010,none
0.1159,75598,none
0.1214,75880,none
0.1272,76412,none
0.1319,76788,none
0.1654,77139,none
0.1749,77997,none
0.1750,77690,none
0.1752,78325,none
0.1753,78946,none
0.1754,78917,none
0.1757,79329,none
0.1874,79261,none
0.1883,79771,none
0.1935,80742,none
0.1938,81117,none
0.1941,81085,none
0.1944,81863,none
0.1947,82025,none
0.1951,82400,none
0.1954,83202,none
0.1957,82894,none
0.1960,83513,none
0.1963,83763,none
0.1966,84252,none
0.2157,84431,none
0.2196,84707,none
0.2224,85368,none
0.2264,86217,none
0.2443,85921,none
0.2485,86584,none
0.2498,86734,none
0.2507,87070,none
0.2517,87358,none
0.2530,87861,none
0.2589,87794,none
0.2593,88535,none
0.2597,88981,none
0.2601,89255,none
0.2604,89447,none
0.2607,89863,none
0.2610,89907,none
0.2751,90222,none
0.2792,90778,none
0.2812,91427,none
0.2816,91429,none
0.2820,92124,none
0.2856,91949,none
0.2923,92311,none
0.2965,93220,none
0.2992,93121,none
0.3041,94304,none
0.3080,93700,none
0.3122,94209,none
0.3141,94056,none
0.3191,94792,none
0.3247,95299,none
0.3298,95251,none
0.3305,96027,none
0.3400,95649,none
0.3405,96420,none
0.3456,96233,none
0.3479,96762,none
0.3536,97154,none
0.3554,97117,none
0.3595,97707,none
0.3638,97752,none
0.3676,98286,none
0.3727,98717,none
0.3747,9,none
0.3924,8697,none
0.3925,99462,none
0.3928,99513,none
0.4023,99673,none
0.4070,99784,none
0.4073,100543,none
0.4091,101011,none
0.4274,101412,none
0.4408,101616,none
0.4419,101366,none
0.4423,102408,none
0.4426,101892,none
0.4429,102642,none
0.4432,102932,none
0.4453,103172,none
0.4457,103088,none
0.4461,103834,none
0.4463,103746,none
0.4481,103995,none
0.4500,104332,none
0.4551,104466,none
0.4602,104609,none
0.4628,104963,none
0.4667,105348,none
0.4708,105429,none
0.4785,105938,none
0.4803,106133,none
0.4835,106470,none
0.4868,106553,none
0.4918,106931,none
0.4955,107102,none
0.4992,107452,none
0.5040,107983,none
0.5058,108,none
0.5083,109,none
0.5091,108618,none
0.5111,108404,none
0.5165,108282,none
0.5269,109188,none
0.5306,109046,none
0.5322,109667,none
0.5335,109565,none
0.5370,110239,none
0.5409,110209,none
0.5453,110479,none
0.5491,110582,none
0.5527,110866,none
0.5571,110954,none
0.5599,111546,none
0.5640,111946,none
0.5692,111948,none
0.5735,112454,none
0.5917,112536,none
0.5939,113198,none
0.5950,113277,none
0.5963,113413,none
0.5981,113176,none
0.5996,113724,none
0.6020,113464,none
0.6070,114279,none
0.6096,114251,none
0.6162,114451,none
0.6236,115041,none
0.6237,114963,none
0.6255,115949,none
0.6333,115283,none
0.6345,115631,none
0.6358,11607,none
0.6453,2,none
0.6473,116044,none
0.6503,116356,none
0.6534,116512,none
