time_s,value,state
0.0056,63914,none
0.0074,64708,none
0.0118,64682,none
0.0156,65648,none
0.0195,66084,none
0.0244,66050,none
0.0282,66587,none
0.0317,66264,none
0.0358,67260,none
0.0399,68186,none
0.0447,68393,none
0.0491,68575,none
0.0539,68737,none
0.0567,69510,none
0.0624,69803,none
0.0676,70419,none
0.0709,70961,none
0.0728,70547,none
0.0775,71346,none
0.0810,71981,none
0.0866,72332,none
0.0872,7,none
0.0932,2887,none
0.0945,72610,none
0.0957,73591,none
0.0983,74441,none
0.1042,74187,none
0.1068,74926,none
0.1097,74725,none
0.1292,75147,none
0.1299,76104,none
0.1306,75769,none
0.1324,76818,none
0.1339,76612,none
0.1344,77241,none
0.1382,78174,none
0.1536,77568,none
0.1593,78590,none
0.1602,78560,none
0.1609,79332,none
0.1627,79923,none
0.1628,79899,none
0.1774,80579,none
0.1775,80353,none
0.1863,80865,none
0.1891,81388,none
0.1893,82046,none
0.1896,81984,none
0.2120,82261,none
0.2276,82876,none
0.2450,84087,none
0.2615,83926,none
0.2762,84203,none
0.2874,84260,none
0.2939,84799,none
0.3057,85473,none
0.3112,85550,none
0.3347,85247,none
0.3509,85568,none
0.3529,86075,none
0.3601,86648,none
0.3611,86849,none
0.3612,86763,none
0.3632,86907,none
0.3748,88191,none
0.3989,88169,none
0.4014,88762,none
0.4032,89013,none
0.4070,89125,none
0.4071,90209,none
0.4272,89769,none
0.4415,90628,none
0.4434,89824,none
0.4448,90838,none
0.4482,90980,none
0.4620,91502,none
0.4690,92057,none
0.4788,91674,none
0.4919,92707,none
0.4934,92750,none
0.4939,93139,none
0.4984,93304,none
0.5009,93533,none
0.5100,94035,none
0.5101,94150,none
0.5161,94678,none
0.5180,94570,none
0.5283,94793,none
0.5308,95619,none
0.5310,95666,none
0.5444,96461,none
0.5445,96177,none
0.5450,96736,none
0.5487,97166,none
0.5519,97477,none
0.5519,97907,none
0.5520,98272,none
0.5579,97421,none
0.5580,98407,none
0.5608,98516,none
0.5731,99535,none
0.5774,99650,none
0.5887,99040,none
0.6025,99885,none
0.6027,100317,none
0.6104,100889,none
0.6105,100883,none
0.6107,100714,none
0.6108,101883,none
0.6110,101371,none
0.6111,102074,none
0.6111,102240,none
0.6112,102315,none
0.6156,102726,none
0.6258,102108,none
0.6276,103410,none
0.6296,103936,none
0.6461,103852,none
0.6463,104654,none
0.6617,104148,none
0.6632,104580,none
0.6663,105389,none
0.6664,105203,none
0.6665,106070,none
0.6733,105132,none
0.6758,105761,none
0.6764,106613,none
0.6764,106650,none
0.6777,107064,none
0.6791,107063,none
0.6792,107454,none
0.6833,107277,none
0.6885,107535,none
0.6887,108494,none
0.6888,108082,none
0.6936,108606,none
0.6946,109277,none
0.6959,108734,none
0.6991,109505,none
0.7024,109209,none
0.7043,109754,none
0.7101,110325,none
0.7125,110352,none
0.7127,110810,none
0.7151,110660,none
0.7234,110950,none
0.7235,111795,none
0.7236,111386,none
0.7237,112023,none
0.7240,111506,none
0.7241,112383,none
0.7242,112365,none
0.7243,112436,none
0.7244,112910,none
