time_s,value,state
0.0034,69915,none
0.0064,69200,none
0.0112,69692,none
0.0148,70643,none
0.0194,70149,none
0.0252,71800,none
0.0269,71025,none
0.0310,71656,none
0.0351,72431,none
0.0393,71215,none
0.0436,73660,none
0.0475,73887,none
0.0515,73811,none
0.0573,74587,none
0.0596,74052,none
0.0642,75849,none
0.0684,75713,none
0.0723,75577,none
0.0766,76814,none
0.0804,76402,none
0.0856,79049,none
0.0882,775,none
0.0884,45,none
0.0904,77282,none
0.0986,78699,none
0.0987,77845,none
0.1052,80425,none
0.1053,79396,none
0.1110,79093,none
0.1188,80485,none
0.1189,80228,none
0.1238,82525,none
0.1262,81597,none
0.1318,81711,none
0.1384,82631,none
0.1423,83011,none
0.1476,84435,none
0.1477,83197,none
0.1527,84320,none
0.1565,83815,none
0.1615,84271,none
0.1670,85911,none
0.1717,85833,none
0.1735,85239,none
0.1761,86148,none
0.1828,85724,none
0.1895,87804,none
0.1908,87309,none
0.1963,86810,none
0.2019,87979,none
0.2071,87966,none
0.2107,90560,none
0.2146,89473,none
0.2228,89477,none
0.2229,89636,none
0.2239,90206,none
0.2263,92029,none
0.2270,90630,none
0.2279,91237,none
0.2316,91430,none
0.2363,92220,none
0.2400,93044,none
0.2450,92312,none
0.2484,92788,none
0.2522,92952,none
0.2563,93635,none
0.2619,94941,none
0.2663,94298,none
0.2686,93896,none
0.2728,95068,none
0.2771,96025,none
0.2828,96953,none
0.2865,96135,none
0.2895,95559,none
0.2949,96214,none
0.2971,97553,none
0.3028,97522,none
0.3055,97702,none
0.3098,97699,none
0.3137,98312,none
0.3179,99419,none
0.3230,99486,none
0.3260,99145,none
0.3300,99124,none
0.3362,99936,none
0.3386,101158,none
0.3397,10,none
0.3422,1283,none
0.3442,1005,none
0.3467,93,none
0.3477,100604,none
0.3508,101489,none
0.3564,102553,none
0.3589,101952,none
0.3630,102466,none
0.3676,102511,none
0.3709,102311,none
0.3780,103760,none
0.3839,102687,none
0.3842,103399,none
0.3879,103464,none
0.3927,104546,none
0.3997,105370,none
0.3998,104539,none
0.4044,105820,none
0.4081,105597,none
0.4121,105840,none
0.4218,106738,none
0.4232,105863,none
0.4280,106567,none
0.4302,106908,none
0.4342,106625,none
0.4384,108422,none
0.4414,106820,none
0.4456,108403,none
0.4487,108007,none
0.4555,107820,none
0.4579,108931,none
0.4615,107948,none
0.4656,108951,none
0.4670,1,none
0.4693,09724,none
0.4716,1094,none
0.4746,90,none
0.4773,110793,none
0.4779,109312,none
0.4820,111057,none
0.4864,110076,none
0.4909,110410,none
0.4938,111717,none
0.4985,110428,none
0.5036,112079,none
0.5086,111308,none
0.5138,111350,none
0.5151,112931,none
0.5191,111709,none
0.5261,114218,none
0.5274,113374,none
0.5329,113426,none
0.5366,114642,none
0.5398,112974,none
0.5476,115554,none
0.5477,114266,none
0.5572,114263,none
0.5573,114926,none
0.5595,115394,none
0.5639,116621,none
0.5683,115438,none
0.5718,115771,none
0.5767,116344,none
0.5802,115664,none
0.5841,117881,none
0.5888,116649,none
0.5924,116979,none
0.5933,1,none
0.5976,16840,none
0.5991,1161,none
0.6007,96,none
0.6026,118728,none
0.6047,117944,none
0.6086,118585,none
0.6129,118703,none
0.6169,117905,none
0.6212,120930,none
0.6258,119018,none
0.6293,119584,none
0.6339,119708,none
0.6381,119248,none
0.6420,120915,none
0.6459,120493,none
0.6497,119887,none
0.6539,120887,none
0.6581,121086,none
0.6623,122563,none
0.6697,121498,none
0.6742,121747,none
0.6802,122136,none
0.6865,121974,none
0.6898,123081,none
0.6975,122103,none
0.6992,122250,none
0.6993,123021,none
0.7051,123065,none
0.7070,124420,none
0.7105,123346,none
0.7157,123762,none
0.7227,124507,none
0.7261,124340,none
0.7263,125300,none
0.7273,125,none
0.7286,184,none
0.7307,125006,none
0.7356,125380,none
0.7361,126163,none
0.7453,126380,none
0.7515,125420,none
0.7570,125915,none
0.7570,126161,none
0.7578,126189,none
0.7633,127556,none
0.7703,127243,none
0.7730,126885,none
0.7795,127072,none
0.7835,128025,none
0.7838,128685,none
0.7905,128041,none
0.8005,127590,none
0.8016,128273,none
0.8031,129287,none
0.8032,130132,none
0.8106,129126,none
0.8156,129079,none
0.8186,128808,none
0.8228,129796,none
0.8275,129785,none
0.8306,129479,none
0.8330,129890,none
0.8379,129911,none
0.8404,130443,none
0.8424,130659,none
0.8461,130682,none
0.8615,131286,none
0.8687,131309,none
0.8729,132001,none
0.8875,132055,none
0.8899,132001,none
0.8939,132000,none
0.8996,131745,none
0.9099,133302,none
0.9159,131927,none
0.9212,132799,none
0.9228,132251,none
0.9230,133168,none
0.9283,133813,none
0.9310,131913,none
0.9356,133797,none
0.9396,133605,none
0.9440,133307,none
0.9484,134515,none
0.9518,133431,none
0.9527,134544,none
0.9547,134315,none
0.9565,134921,none
0.9602,135321,none
0.9645,133722,none
0.9749,135783,none
0.9821,135105,none
0.9858,135374,none
0.9918,136263,none
0.9992,135024,none
1.0038,136494,none
1.0088,136122,none
1.0105,136524,none
1.0117,136671,none
1.0132,136224,none
1.0150,137354,none
1.0156,136878,none
1.0183,136884,none
1.0216,137401,none
1.0217,136549,none
1.0218,138333,none
1.0243,137886,none
1.0339,137263,none
1.0358,138224,none
1.0399,136657,none
1.0427,138814,none
1.0486,138368,none
1.0534,138295,none
1.0563,139276,none
1.0598,138182,none
1.0618,139633,none
1.0632,139295,none
1.0652,139233,none
1.0709,139501,none
1.0727,138520,none
1.0741,140614,none
1.0747,139518,none
1.0748,139768,none
1.0799,139960,none
1.0818,138970,none
1.0847,141291,none
1.0906,139695,none
1.0963,140589,none
1.0986,141003,none
1.1038,139941,none
1.1063,142348,none
1.1104,14,none
1.1140,0640,none
1.1181,140802,none
1.1244,141655,none
1.1277,140608,none
1.1333,142573,none
1.1353,141612,none
1.1392,141773,none
1.1401,142333,none
1.1409,142463,none
1.1409,143811,none
1.1486,142952,none
1.1522,142498,none
1.1566,142765,none
1.1591,142861,none
1.1661,143863,none
1.1710,142715,none
1.1739,143765,none
1.1759,143212,none
1.1843,142972,none
1.1843,145084,none
1.1898,144449,none
1.1928,143909,none
1.1971,144005,none
1.2033,143375,none
1.2052,145380,none
1.2095,144780,none
1.2186,144329,none
1.2214,144957,none
1.2263,144713,none
1.2328,147102,none
1.2339,145866,none
1.2349,145167,none
1.2364,145903,none
1.2407,146020,none
1.2408,146413,none
1.2495,145700,none
1.2530,145710,none
1.2563,146007,none
1.2592,146710,none
1.2664,147193,none
1.2685,147184,none
1.2725,146658,none
1.2766,146276,none
1.2788,146815,none
1.2894,147666,none
1.2930,147015,none
1.3012,146539,none
1.3115,147029,none
1.3167,148452,none
1.3226,148368,none
1.3275,147683,none
1.3345,147824,none
1.3368,147661,none
1.3376,148798,none
1.3389,148830,none
1.3389,148237,none
1.3392,148173,none
1.3395,148313,none
1.3445,149195,none
1.3454,148621,none
1.3564,148337,none
1.3567,148055,none
1.3578,148429,none
1.3580,150435,none
1.3633,149727,none
1.3652,14970,none
1.3712,5,none
1.3743,149073,none
1.3749,149463,none
1.3755,150820,none
1.3854,149618,none
1.3871,150560,none
1.3893,149811,none
1.3926,149945,none
1.3962,151383,none
1.3990,149849,none
1.4032,151171,none
1.4081,150171,none
1.4128,150478,none
1.4170,151546,none
1.4209,150055,none
1.4242,151132,none
1.4300,150615,none
1.4325,151003,none
1.4372,151944,none
1.4411,150693,none
1.4448,151876,none
1.4494,151351,none
1.4527,151058,none
1.4597,152302,none
1.4609,150924,none
1.4647,152049,none
1.4688,152506,none
1.4739,151894,none
1.4774,152866,none
1.4817,151017,none
1.4856,152507,none
1.4875,1,none
1.4912,51952,none
1.4924,1524,none
1.4934,89,none
1.4944,153105,none
1.4987,151305,none
1.5022,152910,none
1.5071,152510,none
1.5103,152634,none
1.5151,153878,none
1.5182,152364,none
1.5236,154462,none
1.5268,153081,none
1.5324,152745,none
1.5353,154311,none
1.5438,152603,none
1.5456,154660,none
1.5464,153629,none
1.5517,153881,none
1.5551,154500,none
1.5588,153097,flicker
1.5634,155358,flicker
1.5678,154738,flicker
1.5711,153714,flicker
1.5770,549,flicker
1.5796,154022,flicker
1.5832,155642,flicker
1.5873,154078,flicker
1.5915,154493,flicker
1.5955,155167,flicker
1.5996,153965,flicker
1.6037,155915,flicker
1.6079,155196,flicker
1.6119,155017,flicker
1.6130,1,flicker
1.6160,55160,flicker
1.6164,1546,flicker
1.6201,80,flicker
1.6217,156655,flicker
1.6243,155308,flicker
1.6284,155372,flicker
1.6325,156421,flicker
