time_s,value,state
0.0065,4107826,none
0.0131,8074691,none
0.0226,379932,none
0.0251,9,none
0.0341,8388607,none
0.0462,-8388608,none
0.0597,8388607,none
0.0669,-8388608,none
0.0790,6933002,none
0.0914,-5603749,none
0.1039,4432278,none
0.1116,8388607,none
0.1277,3088679,none
0.1378,8388607,none
0.1553,-8388608,none
0.1601,8388607,none
0.1719,-8388608,none
0.1808,672,none
0.1818,5274,none
0.1907,-5015429,none
0.2048,4729372,none
0.2173,8388607,none
0.2227,2353279,none
0.2348,8388607,none
0.2512,-8388608,none
0.2590,83,none
0.2616,88607,none
0.2681,-8388608,none
0.2830,6558265,none
0.2922,-4000577,none
0.3004,5026726,none
0.3153,8388607,none
0.3264,1662003,none
0.3338,8,none
0.3383,388607,none
0.3480,-8388608,none
0.3603,8388607,none
0.3741,-8388608,none
0.3785,6475230,none
0.3928,-3294593,none
0.4028,5470761,none
0.4182,8388607,none
0.4225,808939,none
0.4379,8388607,none
0.4490,-8388608,none
0.4558,8388607,none
0.4701,-8388608,none
0.4836,6460541,none
0.4908,-,none
0.4926,2462878,none
0.5025,5822209,none
0.5133,7736068,none
0.5265,-29417,none
0.5364,8388607,none
0.5496,-8388608,none
0.5591,8388607,none
0.5691,-,none
0.5721,8388608,none
0.5796,6344224,none
0.5911,-2063810,none
0.6039,6225269,none
0.6145,7171739,none
0.6244,-206132,none
0.6397,8388607,none
0.6455,-,none
0.6502,8388608,none
0.6565,8388607,none
0.6690,-8388608,none
0.6842,6106634,none
0.6922,-2028835,none
0.7055,6539858,none
0.7179,6442103,none
0.7263,-865521,none
0.7342,8388607,none
0.7558,-8388608,none
0.7605,8388607,none
0.7739,-8388608,none
0.7794,5949720,none
0.7952,-2135396,none
0.8082,6853556,none
0.8121,6412687,none
0.8267,-1823792,none
0.8390,8388607,none
0.8458,-8388,none
0.8499,608,none
0.8580,8388607,none
0.8708,-8388608,none
0.8854,5712587,none
0.8922,-2565291,none
0.9036,7193253,none
0.9193,5824367,none
0.9234,-288,none
0.9304,2768,none
0.9387,8388607,none
0.9489,-8388608,none
0.9601,8388607,none
0.9710,-8388608,none
0.9802,5571632,none
0.9942,-2873605,none
1.0014,73,none
1.0049,97286,none
1.0130,6250899,none
1.0309,-3897620,none
1.0381,8388607,none
1.0459,-8388608,none
1.0580,8388607,none
1.0705,-8388608,none
1.0837,5257536,none
1.0920,-3065964,none
1.1031,7445509,none
1.1177,5809659,none
1.1245,-4883056,none
1.1374,8388607,none
1.1514,-8388608,none
1.1600,8388607,none
1.1742,-8388608,none
1.1820,4485851,none
1.1964,-4186119,none
1.2014,8342829,none
1.2194,6324439,none
1.2286,-5765536,none
1.2397,8388607,none
1.2498,-8388608,none
1.2588,8388607,none
1.2746,-8388608,none
1.2805,5708895,none
1.2920,-2720981,none
1.3069,7692283,none
1.3178,7618743,none
1.3263,-6736264,none
1.3368,8388607,none
1.3493,-8388608,none
1.3604,8388607,none
1.3718,-8388608,none
1.3817,5275576,none
1.3903,-,none
1.3967,1735545,none
1.4061,6677431,none
1.4143,8251187,none
1.4271,-7839364,none
1.4363,8388607,none
1.4500,-8388608,none
1.4603,8095090,none
1.4740,-8388608,none
1.4813,4957545,none
1.4959,-1019617,none
1.5066,6044987,none
1.5136,83886,none
1.5164,07,none
1.5252,-8388608,none
1.5399,8388607,none
1.5549,-8388608,none
1.5580,7871185,none
1.5723,-8388608,none
1.5823,5735627,none
1.5909,-14512,none
1.5940,1,none
1.6048,5691995,none
1.6152,8388607,none
1.6292,-8388608,none
1.6351,8388607,none
1.6489,-8388608,none
1.6599,7706475,none
1.6709,-838,none
1.6735,8608,none
1.6806,5979446,none
1.6947,1009180,none
1.7071,4912471,none
1.7154,8388607,none
1.7269,-8388608,none
1.7418,8388607,none
1.7466,-8,none
1.7509,388608,none
1.7614,7957751,none
