time_s,value,state
0.0065,65261,none
0.0076,64526,none
0.0089,64571,none
0.0130,64969,none
0.0168,67188,none
0.0211,67371,none
0.0250,66383,none
0.0289,66720,none
0.0328,67140,none
0.0427,69663,none
0.0433,69597,none
0.0458,69153,none
0.0492,69135,none
0.0546,69479,none
0.0576,72431,none
0.0620,71073,none
0.0659,71021,none
0.0723,70760,none
0.0737,70681,none
0.0781,75485,none
0.0832,73675,none
0.0889,72745,none
0.0900,72846,none
0.0913,7298,none
0.0942,1,none
0.0975,77424,none
0.1005,75079,none
0.1057,74241,none
0.1067,74290,none
0.1140,74386,none
0.1178,80351,none
0.1202,76570,none
0.1239,76535,none
0.1292,76724,none
0.1324,76583,none
0.1390,82056,none
0.1428,78212,none
0.1438,78414,none
0.1496,78065,none
0.1528,78730,none
0.1585,83693,none
0.1636,80134,none
0.1661,80352,none
0.1692,80495,none
0.1770,80484,none
0.1815,85354,none
0.1841,81523,none
0.1861,82597,none
0.1896,82124,none
0.1942,82182,none
0.1975,86597,none
0.2021,82945,none
0.2065,83880,none
0.2093,83508,none
0.2147,83693,none
0.2164,8,none
0.2173,9384,none
0.2194,8444,none
0.2228,0,none
0.2243,85665,none
0.2258,85940,none
0.2307,85690,none
0.2361,90230,none
0.2375,86158,none
0.2427,88159,none
0.2479,87210,none
0.2529,86855,none
0.2547,93711,none
0.2583,87860,none
0.2647,89186,none
0.2686,89115,none
0.2749,88516,none
0.2780,94656,none
0.2791,89357,none
0.2878,91361,none
0.2898,90290,none
0.2944,90283,none
0.2960,95675,none
0.2994,91530,none
0.3035,92746,none
0.3093,91814,none
0.3142,91388,none
0.3176,97303,none
0.3221,92068,none
0.3257,94134,none
0.3280,92838,none
0.3332,92990,none
0.3371,98006,none
0.3421,93998,none
0.3476,95596,none
0.3483,94219,none
0.3508,94908,none
0.3550,99791,none
0.3626,95545,none
0.3643,97606,none
0.3661,96125,none
0.3701,95827,none
0.3753,101444,none
0.3783,96460,none
0.3837,98721,none
0.3868,97524,none
0.3918,97116,none
0.3965,101592,none
0.3983,98240,none
0.4052,100298,none
0.4084,98423,none
0.4149,98956,none
0.4195,102449,none
0.4202,100110,none
0.4260,101859,none
0.4282,99752,none
0.4317,100976,none
0.4368,102810,none
0.4431,101480,none
0.4454,102953,none
0.4489,101689,none
0.4509,101495,none
0.4561,103122,none
0.4602,102397,none
0.4654,104798,none
0.4707,102873,none
0.4754,102613,none
0.4806,104860,none
0.4828,104197,none
0.4845,105531,none
0.4902,104709,none
0.4925,104434,none
0.4942,104988,none
0.4966,105839,none
0.5011,106754,none
0.5078,105706,none
0.5112,106124,none
0.5140,105940,none
0.5213,107614,none
0.5236,107847,none
0.5263,107608,none
0.5315,106588,none
0.5349,106474,none
0.5389,109598,none
0.5444,109249,none
0.5508,108537,none
0.5515,108778,none
0.5533,108471,none
0.5629,111243,none
0.5671,110896,none
0.5681,109587,none
0.5747,109448,none
0.5749,109877,none
0.5801,112810,none
0.5876,112318,none
0.5927,111340,none
0.5933,110386,none
0.5988,111139,none
0.6011,114113,none
0.6024,112330,none
0.6042,1120,none
0.6063,42,none
0.6081,111767,none
0.6129,111843,none
0.6156,117369,none
0.6203,113148,none
0.6236,112986,none
0.6289,113357,none
0.6312,113054,none
0.6372,118297,none
0.6399,114845,none
0.6433,114148,none
0.6476,113700,none
0.6517,114092,none
0.6588,119025,none
0.6706,115488,none
0.6716,115003,none
0.6721,115002,none
0.6758,115307,none
0.6790,120707,none
0.6824,115800,none
0.6877,116161,none
0.6927,116649,none
0.6944,116284,none
0.7000,121065,none
0.7032,117096,none
0.7066,117472,none
0.7108,117042,none
0.7157,117253,none
0.7193,122278,none
0.7228,118151,none
0.7272,118707,none
0.7281,1,none
0.7302,18166,none
0.7316,1178,none
0.7341,38,none
0.7368,122781,none
0.7415,118851,none
0.7449,119097,none
0.7477,119613,none
0.7516,118800,none
0.7565,123706,none
0.7620,120077,none
0.7659,120577,none
0.7689,120254,none
0.7722,119845,none
0.7758,124629,none
0.7822,120262,none
0.7861,122088,none
0.7896,121494,none
0.7921,120597,none
0.7955,126153,none
0.7989,121148,none
0.8035,122648,none
0.8085,122540,none
0.8176,122078,none
0.8192,126524,none
0.8196,122703,none
0.8233,124588,none
0.8290,122446,none
0.8316,122714,none
0.8384,128346,none
0.8427,123432,none
0.8442,124338,none
0.8484,123296,none
0.8547,124061,none
0.8567,128779,none
0.8581,1238,none
0.8603,27,none
0.8619,125634,none
0.8685,124796,none
0.8705,123806,none
0.8745,129383,none
0.8808,125372,none
0.8837,127177,none
0.8863,125071,none
0.8888,125465,none
0.8955,130267,none
0.8991,125753,none
0.9012,127049,none
0.9083,125759,none
0.9104,126165,none
0.9149,130443,none
0.9188,126744,none
0.9238,128618,none
0.9281,127262,none
0.9336,127172,none
0.9350,130601,none
0.9408,128394,none
0.9446,129236,none
0.9497,127656,none
0.9507,127025,none
0.9570,131152,none
0.9651,128751,none
0.9691,129814,none
0.9693,128415,none
0.9710,128167,none
0.9763,130228,none
0.9825,129601,none
0.9861,130916,none
0.9893,129127,none
0.9911,129255,none
0.9919,129976,none
0.9973,130494,none
1.0006,131214,none
1.0035,130277,none
1.0095,130168,none
1.0135,130692,none
1.0164,131779,none
1.0205,132154,none
1.0286,131349,none
1.0312,131238,none
1.0368,131159,none
1.0370,132756,none
1.0412,133454,none
1.0469,132032,none
1.0487,132003,none
1.0535,131773,none
1.0580,134324,none
1.0635,134089,none
1.0671,132909,none
1.0702,132294,none
1.0747,132634,none
1.0793,134563,none
1.0823,134455,none
1.0854,132992,none
1.0903,133329,none
1.0948,132841,none
1.1002,136569,none
1.1059,135161,none
1.1067,134057,none
1.1109,133296,none
1.1127,133,none
1.1156,785,none
1.1170,138843,none
1.1184,135534,none
1.1233,135179,none
1.1302,134528,none
1.1315,134229,none
1.1372,139805,none
1.1415,135975,none
1.1449,135512,none
1.1493,135271,none
1.1525,135050,none
1.1588,139567,none
1.1603,137178,none
1.1663,136200,none
1.1701,135951,none
1.1719,135576,none
1.1774,141173,none
1.1835,137089,none
1.1868,136793,none
1.1921,136624,none
1.1922,136249,none
1.1974,141224,none
1.2035,136940,none
1.2060,136691,none
1.2111,137365,none
1.2155,136869,none
1.2210,142077,none
1.2239,138003,none
1.2268,137966,none
1.2303,137509,none
1.2419,137284,none
1.2429,143016,none
1.2431,138181,none
1.2455,138438,none
1.2482,138016,none
1.2529,138002,none
1.2538,142730,none
1.2609,138550,none
1.2643,138830,none
1.2695,138963,none
1.2699,138870,none
1.2755,143515,none
1.2818,139066,none
1.2834,139720,none
1.2881,138603,none
1.2921,139431,none
1.2955,143677,none
1.3004,139328,none
1.3050,141098,none
1.3098,139836,none
1.3128,139833,none
1.3177,145073,none
1.3201,140158,none
1.3249,141634,none
1.3282,140447,none
1.3336,140259,none
1.3391,145494,none
1.3419,140135,none
1.3450,142506,none
1.3492,141352,none
1.3534,140833,none
1.3580,145933,none
1.3631,141086,none
1.3686,143092,none
1.3703,141441,none
1.3734,141233,none
1.3765,147745,none
1.3798,141278,none
1.3836,143028,none
1.3864,141699,none
1.3905,141757,none
1.3927,147152,none
1.4000,142339,none
1.4041,144670,none
1.4058,142479,none
1.4105,142297,none
1.4173,147434,none
1.4198,143466,none
1.4238,144266,none
1.4263,143566,none
1.4324,142599,none
1.4376,146592,none
1.4377,143424,none
1.4450,145020,none
1.4478,143161,none
1.4507,142721,none
1.4563,146751,none
1.4609,143581,none
1.4658,145628,none
1.4686,143668,none
1.4702,144137,none
1.4763,146560,none
1.4803,145073,none
1.4844,145625,none
1.4882,143713,none
1.4933,143947,none
1.4953,146494,none
1.4992,145314,none
1.4999,146248,none
