time_s,value,state
0.0088,-584183,none
0.0214,-1080100,none
0.0302,-,none
0.0335,162464,none
0.0422,-781379,none
0.0539,85670,none
0.0663,-938036,none
0.0768,1177823,none
0.0891,-1157858,none
0.0990,616652,none
0.1163,930812,none
0.1211,-476249,none
0.1341,1024904,none
0.1449,-493673,none
0.1530,101689,none
0.1585,3,none
0.1652,-758247,none
0.1806,1490475,none
0.1914,-1145827,none
0.2047,-341141,none
0.2114,652589,none
0.2234,-390475,none
0.2380,2003117,none
0.2487,-364453,none
0.2587,2164000,none
0.2683,-453968,none
0.2763,2617767,none
0.2896,-426636,none
0.3000,219002,none
0.3100,1789,none
0.3129,724,none
0.3257,-476785,none
0.3351,2009742,none
0.3476,-238438,none
0.3559,2359184,none
0.3718,-361993,none
0.3815,2494646,none
0.3874,-334,none
0.3946,519,none
0.4028,-56302,none
0.4156,2339949,none
0.4247,-168385,none
0.4344,2205628,none
0.4481,-182763,none
0.4613,2449775,none
0.4686,-468154,none
0.4767,2255895,none
0.4909,-180487,none
0.5026,-337957,none
0.5096,2399148,none
0.5263,-238829,none
0.5379,1942409,none
0.5465,-,none
0.5494,278864,none
0.5551,2328715,none
0.5682,-657126,none
0.5786,1782971,none
0.5880,-161474,none
0.6014,-587975,none
0.6132,2214786,none
0.6194,-,none
0.6275,431519,none
0.6378,1653732,none
0.6461,-648426,none
0.6579,1645073,none
0.6660,-1126211,none
0.6799,1207973,none
0.6905,-132245,none
0.7011,-,none
0.7034,764726,none
0.7119,2157584,none
0.7222,-332610,none
0.7348,1761706,none
0.7445,-265293,none
0.7585,2438935,none
0.7672,-606225,none
0.7824,1484608,none
0.7897,433026,none
0.8015,-473240,none
0.8134,2225885,none
0.8228,-282401,none
0.8346,1812937,none
0.8466,-396954,none
0.8600,2419275,none
0.8665,-850143,none
0.8778,1101440,none
0.8913,659713,none
0.9017,-596284,none
0.9112,2230387,none
0.9239,-395561,none
0.9377,1807438,none
0.9471,-515446,none
0.9580,2387505,none
0.9689,-981191,none
0.9790,764987,none
0.9932,772760,none
1.0017,-663568,none
1.0128,2046304,none
1.0231,-506483,none
1.0357,1727591,none
1.0500,-644149,none
1.0571,231,none
1.0615,9741,none
1.0715,-1051577,none
1.0791,515775,none
1.0943,1015463,none
1.1000,-690126,none
1.1125,1963076,none
1.1246,-497965,none
1.1345,18,none
1.1367,09720,none
1.1460,-652878,none
1.1603,2366651,none
1.1741,-1112160,none
1.1787,247935,none
1.1926,1178500,none
1.2042,-642811,none
1.2107,1,none
1.2167,728159,none
1.2236,-551013,none
1.2387,1650443,none
1.2514,-783912,none
1.2545,2217109,none
1.2696,-1141588,none
1.2884,-115430,none
1.2935,1220825,none
1.2994,-784921,none
1.3123,1442149,none
1.3240,-462355,none
1.3339,1448091,none
1.3466,-836145,none
1.3574,1816005,none
1.3663,-,none
1.3718,1143002,none
1.3796,-488389,none
1.3893,1005815,none
1.4081,-923441,none
1.4136,966755,none
1.4228,-850708,none
1.4368,1234317,none
1.4443,-,none
1.4512,1099219,none
1.4579,1459235,none
1.4675,-1184972,none
1.4810,-878537,none
1.4967,1017000,none
1.5048,-1005502,none
1.5139,867439,none
1.5234,-,none
1.5283,966720,none
1.5354,1254522,none
1.5470,-1256214,none
1.5583,1238427,none
1.5769,-1060812,none
1.5863,-1268116,none
1.6004,1468701,none
1.6071,-1068226,none
1.6104,1293488,none
1.6262,-962642,none
1.6384,1772850,none
1.6452,-121894,none
1.6470,6,none
1.6579,1386086,none
1.6738,-581575,none
1.6834,-990926,none
1.6908,1952199,none
1.7027,-735140,none
1.7264,1573163,none
1.7280,-681180,none
1.7365,2109895,none
1.7493,-1052782,none
1.7618,1309725,none
1.7692,-191748,none
1.7849,-906428,none
1.7918,2144240,none
1.8016,-6511,none
1.8041,88,none
1.8154,1698496,none
1.8298,-686797,none
1.8413,2185133,none
1.8463,-1108814,none
1.8626,1076971,none
1.8715,117447,none
1.8808,-928,none
1.8819,925,none
1.8980,2193457,none
1.9037,-598744,none
1.9164,1759116,none
1.9277,-629922,none
1.9373,2379135,none
1.9487,-1029697,none
1.9567,1,none
1.9636,015395,none
1.9685,567286,none
1.9831,-715281,none
1.9921,2318336,none
2.0018,-536631,none
2.0159,1804808,none
2.0251,-625062,none
2.0405,2405576,none
2.0512,-1073234,none
2.0664,782737,none
2.0698,717392,none
2.0813,-752127,none
2.0944,1987737,none
2.1029,-597946,none
2.1155,1715982,none
2.1256,-761212,none
2.1380,2285009,none
2.1482,-1224663,none
2.1571,391092,none
2.1717,844472,none
2.1818,-839103,none
2.1951,1833145,none
2.2020,-693499,none
2.2151,1650431,none
2.2282,-854876,none
2.2387,2296333,none
2.2514,-1259960,none
2.2626,96117,none
2.2799,1138697,none
2.2819,-845838,none
2.2923,1800008,none
2.3069,-677568,none
2.3144,1780547,none
2.3239,-870344,none
2.3366,2222362,none
2.3541,-1191751,none
2.3586,-225675,none
2.3708,919314,none
2.3821,-856064,none
2.3910,111705,none
2.3963,3,none
2.4059,-848673,none
2.4173,1141440,none
2.4275,-1135365,none
2.4359,1478577,none
2.4503,-1397298,none
2.4593,-837785,none
2.4736,623563,none
2.4828,-1195355,none
2.4936,507154,none
2.5081,-1188398,none
2.5146,845213,none
2.5293,-1435593,none
2.5374,1025541,none
2.5474,-153,none
2.5527,4069,none
2.5610,-1262451,none
2.5700,508318,none
2.5858,-1347409,none
2.5958,240129,none
2.6053,-1370009,none
2.6189,622081,none
2.6284,-1615769,none
2.6486,585313,none
2.6585,-1540075,none
2.6608,-1584914,none
2.6687,266345,none
2.6852,-1455529,none
2.6918,-53066,none
2.7008,-,none
2.7094,1461423,none
2.7133,481012,none
2.7350,-1794238,none
2.7401,199741,none
2.7467,-1458356,none
2.7594,-1687070,none
2.7731,270929,none
2.7791,-,none
2.7857,1466302,none
2.7906,-172377,none
2.8064,-1534943,none
2.8161,450679,none
2.8300,-1876635,none
2.8390,-79090,none
2.8548,-1348664,none
2.8570,-,none
2.8670,1752395,none
2.8780,171091,none
2.8841,-1472720,none
2.8959,-190912,none
2.9026,-1506733,none
2.9131,541116,none
2.9286,-1883226,none
2.9370,-,none
2.9415,240866,none
2.9513,-1116637,none
2.9628,-1725236,none
2.9727,88960,none
2.9835,-1450909,none
2.9967,-205844,none
3.0047,-1493803,none
3.0173,547507,none
3.0290,-1929259,none
3.0397,-388961,none
3.0498,-984532,none
3.0579,-1644867,none
3.0721,-35530,none
3.0837,-1450709,none
3.0948,-157970,none
3.1030,-1482449,none
3.1182,652542,none
3.1337,-1890495,none
3.1415,-479437,none
3.1526,-732793,none
3.1608,-1540218,none
3.1755,5735,none
3.1821,-1358204,none
3.1936,-98122,none
3.2060,-1510539,none
3.2164,687897,none
3.2260,-1907906,none
3.2368,-579003,none
3.2512,-486600,none
3.2631,-1349396,none
3.2801,78816,none
3.2829,-1188931,none
3.2929,1322,none
3.2956,92,none
3.3074,-1357848,none
3.3177,901520,none
3.3303,-1805103,none
3.3378,-692365,none
3.3518,-311802,none
3.3682,-1348259,none
3.3729,-60247,none
3.3830,-1182500,none
3.3939,173674,none
3.4082,-1349300,none
3.4144,911106,none
3.4308,-1706639,none
3.4391,-881378,none
3.4460,-2,none
3.4511,05935,none
3.4637,-1245580,none
3.4731,-111832,none
3.4852,-1160059,none
3.4952,293495,none
3.5042,-1337856,none
3.5167,851094,none
3.5249,-,none
3.5282,1569063,none
3.5396,-958405,none
3.5490,72813,none
3.5633,-1210303,none
3.5735,-34775,none
