time_s,value,state
0.0068,32451,none
0.0185,33452,none
0.0270,33144,none
0.0394,33152,none
0.0515,32556,none
0.0619,333,none
0.0638,49,none
0.0729,33885,none
0.0853,32338,none
0.0976,34016,none
0.1057,33870,none
0.1193,32166,none
0.1303,34063,none
0.1399,34,none
0.1426,727,none
0.1509,32852,none
0.1643,32782,none
0.1757,36528,none
0.1842,35099,none
0.1968,36531,none
0.2094,36804,none
0.2226,41690,none
0.2301,43442,none
0.2419,43947,none
0.2564,43869,none
0.2689,42080,none
0.2738,41496,none
0.2887,42813,none
0.3015,42967,none
0.3111,42211,none
0.3236,44164,none
0.3356,47136,none
0.3397,46283,none
0.3547,46282,none
0.3626,47173,none
0.3756,47296,none
0.3856,49214,none
0.3965,48599,none
0.4108,50212,none
0.4179,49100,none
0.4316,48796,none
0.4451,49730,none
0.4577,50054,none
0.4624,53796,none
0.4767,55008,none
0.4878,56779,none
0.4960,56216,none
0.5091,56335,none
0.5229,57866,none
0.5309,58019,none
0.5409,58820,none
0.5562,58399,none
0.5681,60312,none
0.5740,61290,none
0.5858,62586,none
0.6019,62580,none
0.6107,63958,none
0.6184,63458,none
0.6320,63452,none
0.6416,61780,none
0.6559,61532,none
0.6646,60392,none
0.6771,62059,none
0.6873,63204,none
0.6960,64350,none
0.7088,63172,none
0.7212,64319,none
0.7385,63030,none
0.7430,63246,none
0.7532,64619,none
0.7660,70134,none
0.7738,70781,none
0.7863,68518,none
0.8016,68357,none
0.8070,6,none
0.8138,7238,none
0.8227,68439,none
0.8362,68905,none
0.8447,66996,none
0.8515,68260,none
0.8640,67521,none
0.8773,67063,none
0.8876,71069,none
0.8996,71796,none
0.9143,71044,none
0.9209,72842,none
0.9334,72310,none
0.9404,68713,none
0.9562,67266,none
0.9735,66755,none
0.9749,69305,none
0.9874,70111,none
0.9985,72187,none
1.0075,75856,none
1.0192,75798,none
1.0311,75224,none
1.0440,73441,none
1.0542,74051,none
1.0646,73977,none
1.0781,77908,none
1.0857,77803,none
1.0965,79135,none
1.1151,79412,none
1.1211,79112,none
1.1300,78765,none
1.1439,78574,none
1.1567,78881,none
1.1712,80857,none
1.1804,82572,none
1.1931,81202,none
1.2004,79135,none
1.2076,79851,none
1.2203,78816,none
1.2327,76453,none
1.2413,74961,none
1.2562,76238,none
1.2670,74512,none
1.2801,78027,none
1.2910,79307,none
1.3064,78631,none
1.3108,78957,none
1.3195,7922,none
1.3226,4,none
1.3330,84280,none
1.3457,82439,none
1.3558,83012,none
1.3680,82813,none
1.3744,83779,none
1.3873,78639,none
1.4000,81548,none
1.4109,79187,none
1.4219,78975,none
1.4336,83048,none
1.4469,84973,none
1.4561,82578,none
1.4727,84956,none
1.4883,87160,none
1.4885,86125,none
1.4974,94022,none
1.5154,97498,none
1.5188,96564,none
1.5332,100472,none
1.5468,105780,none
1.5547,106104,none
1.5658,113799,none
1.5761,115190,none
1.5925,121554,none
1.5993,124372,none
1.6087,129774,none
1.6205,134964,none
1.6339,138661,none
1.6414,145576,none
1.6552,147647,none
1.6673,153442,none
1.6740,159541,none
1.6872,159830,none
1.6999,159708,none
1.7123,163304,none
1.7213,165545,none
1.7348,163803,none
1.7475,164314,none
1.7581,161988,none
1.7659,162848,none
1.7785,161435,none
1.7886,159173,none
1.7971,161338,none
1.8098,158061,none
1.8232,155865,none
1.8310,15578,none
1.8334,0,none
1.8498,154910,none
1.8545,151189,none
1.8663,150694,none
1.8772,150612,none
1.8867,146769,none
1.8998,146148,none
1.9083,1477,none
1.9108,46,none
1.9234,145665,none
1.9324,142132,none
1.9500,144331,none
1.9553,140960,none
1.9655,141817,none
1.9778,143158,none
1.9866,14,none
1.9922,3237,none
1.9989,142841,none
2.0100,143042,none
2.0240,141960,none
2.0318,140952,none
2.0459,140609,none
2.0560,140225,none
2.0660,1,none
2.0682,39846,none
2.0748,141776,none
2.0882,137983,none
2.1033,140386,none
2.1082,137397,none
2.1216,133815,none
2.1369,132060,none
2.1478,129474,none
2.1556,127587,none
2.1687,123314,none
2.1811,123065,none
2.1882,119708,none
2.1999,121006,none
2.2118,119116,none
2.2314,117077,none
2.2340,117280,none
2.2436,116966,none
2.2564,115157,none
2.2650,114127,none
2.2804,112933,none
2.2904,112099,none
2.3016,112315,none
2.3115,112323,none
2.3219,112293,none
2.3341,114234,none
2.3425,113104,none
2.3554,111957,none
2.3733,112404,none
2.3797,113105,none
2.3881,111840,none
2.4028,110967,none
2.4131,110844,none
2.4229,109660,none
2.4328,109233,none
2.4491,109486,none
2.4568,108211,none
2.4652,106083,none
2.4777,105944,none
2.4901,104360,none
2.4985,10484,none
2.5007,7,none
2.5102,103561,none
2.5215,104574,none
2.5372,104697,none
2.5460,102809,none
2.5586,101382,none
2.5705,101809,none
2.5771,102,none
2.5804,175,none
2.5870,100543,none
2.6000,99844,none
2.6138,100559,none
2.6205,101037,none
2.6331,100765,none
2.6469,99963,none
2.6565,99,none
2.6603,402,none
2.6689,97878,none
2.6780,98208,none
2.6923,97752,none
2.7014,96994,none
2.7118,97393,none
2.7229,96753,none
2.7357,97101,none
2.7434,96394,none
2.7562,95947,none
2.7695,95536,none
2.7758,95407,none
2.7874,95008,none
2.8017,94705,none
2.8126,94727,none
2.8209,93678,none
2.8350,92871,none
2.8506,93478,none
2.8555,93648,none
2.8669,93000,none
2.8807,91620,none
2.8907,90177,none
2.9024,90598,none
2.9155,90223,none
2.9252,90628,none
2.9321,90492,none
2.9472,90944,none
2.9565,89836,none
2.9715,91040,none
2.9839,91138,none
2.9894,89544,none
3.0046,90652,none
3.0097,90067,none
3.0222,89742,none
3.0341,88882,none
3.0463,89654,none
3.0538,89534,none
3.0667,88841,none
3.0798,88881,none
3.0889,89495,none
3.0988,89612,none
3.1127,88862,none
3.1255,89468,none
3.1407,88541,none
3.1455,88624,none
3.1591,88050,none
3.1686,87262,none
3.1799,87184,none
3.1937,87571,none
3.2045,87400,none
3.2119,87255,none
3.2234,86820,none
3.2366,85964,none
3.2438,849,none
3.2475,69,none
3.2594,85497,none
3.2681,85424,none
3.2805,85811,none
3.2875,86061,none
3.3011,85827,none
3.3169,85736,none
3.3224,85,none
3.3247,669,none
3.3336,85313,none
3.3457,85513,none
3.3584,85994,none
3.3684,84975,none
3.3790,84904,none
