time_s,value,state
0.0016,62373,none
0.0047,65983,none
0.0085,63395,none
0.0126,62769,none
0.0166,69712,none
0.0210,63908,none
0.0249,69023,none
0.0292,64588,none
0.0345,64905,none
0.0370,70753,none
0.0411,66235,none
0.0454,70387,none
0.0468,6,none
0.0494,6191,none
0.0511,6656,none
0.0534,2,none
0.0539,72844,none
0.0589,68111,none
0.0615,72201,none
0.0659,68930,none
0.0707,68663,none
0.0746,75357,none
0.0826,69713,none
0.0855,75167,none
0.0880,70703,none
0.0902,70475,none
0.0948,77119,none
0.0987,71762,none
0.1031,76896,none
0.1067,72353,none
0.1134,72806,none
0.1161,78357,none
0.1211,72825,none
0.1264,78522,none
0.1283,74302,none
0.1337,74846,none
0.1370,79932,none
0.1399,75566,none
0.1447,80692,none
0.1479,76726,none
0.1565,76518,none
0.1597,80837,none
0.1604,77857,none
0.1641,82485,none
0.1808,78915,none
0.1847,77905,none
0.1874,81509,none
0.1911,79451,none
0.1945,84057,none
0.1945,82471,none
0.1946,80185,none
0.1989,82490,none
0.2024,82198,none
0.2049,85314,none
0.2091,83055,none
0.2128,81440,none
0.2161,83367,none
0.2182,83156,none
0.2229,87437,none
0.2261,85840,none
0.2347,83961,none
0.2350,84468,none
0.2377,85733,none
0.2420,88534,none
0.2470,88523,none
0.2505,85694,none
0.2541,85962,none
0.2585,87942,none
0.2676,90582,none
0.2736,89633,none
0.2738,86751,none
0.2796,86979,none
0.2804,90729,none
0.2857,91583,none
0.2907,92199,none
0.2910,88802,none
0.2958,89002,none
0.3026,92968,none
0.3137,93565,none
0.3181,93507,none
0.3201,90665,none
0.3202,89946,none
0.3202,95469,none
0.3204,94591,none
0.3246,94910,none
0.3279,92146,none
0.3325,91722,none
0.3377,98044,none
0.3406,95882,none
0.3505,96575,none
0.3506,92721,none
0.3580,93154,none
0.3595,99118,none
0.3677,97317,none
0.3678,97980,none
0.3696,95415,none
0.3730,94830,none
0.3770,100660,none
0.3812,98548,none
0.3894,99873,none
