time_s,value,state
0.0093,-1239868,none
0.0099,-605523,none
0.0123,290299,none
0.0154,1840895,none
0.0201,338586,none
0.0240,-1279396,none
0.0277,-652561,none
0.0317,201850,none
0.0361,1783812,none
0.0421,439860,none
0.0482,-1269354,none
0.0489,-708184,none
0.0527,128608,none
0.0572,1722778,none
0.0606,525250,none
0.0651,-1270739,none
0.0693,-786511,none
0.0730,61334,none
0.0809,1758549,none
0.0816,663646,none
0.0821,-,none
0.0884,1252161,none
0.0920,-777500,none
0.0938,27078,none
0.0949,1666,none
0.1007,832,none
0.1012,766368,none
0.1041,-1177417,none
0.1086,-781264,none
0.1116,-554,none
0.1165,1624555,none
0.1201,861808,none
0.1253,-1181490,none
0.1295,-818169,none
0.1306,-69197,none
0.1346,1524679,none
0.1456,901876,none
0.1523,-1209158,none
0.1539,-882722,none
0.1541,-148750,none
0.1586,1462999,none
0.1669,1006279,none
0.1707,-1186772,none
0.1715,-935741,none
0.1746,-201702,none
0.1781,1365160,none
0.1800,1096929,none
0.1836,-1140366,none
0.1909,-958685,none
0.1925,-216466,none
0.1961,1304902,none
0.2016,1193174,none
0.2053,-1094584,none
0.2084,-980003,none
0.2100,-,none
0.2136,270857,none
0.2183,1231387,none
0.2225,1251424,none
0.2238,-105,none
0.2245,7568,none
0.2260,-102068,none
0.2285,0,none
0.2336,-295630,none
0.2346,1173880,none
0.2373,1349587,none
0.2428,-991010,none
0.2498,-1021501,none
0.2546,-305381,none
0.2576,1146608,none
0.2608,1427194,none
0.2633,-935978,none
0.2687,-1084184,none
0.2715,-350538,none
0.2748,1040678,none
0.2783,1472491,none
0.2820,-861549,none
0.2866,-1080115,none
0.2934,-367595,none
0.2969,977163,none
0.3027,1522320,none
0.3035,-830023,none
0.3069,-1149571,none
0.3111,-410263,none
0.3148,902640,none
0.3213,1576833,none
0.3250,-727399,none
0.3287,-1119863,none
0.3354,-401209,none
0.3359,877462,none
0.3403,1646499,none
0.3417,-,none
0.3442,664428,none
0.3462,-,none
0.3492,1230829,none
0.3528,-460591,none
0.3553,754457,none
0.3593,1639454,none
0.3601,-591799,none
0.3644,-1216099,none
0.3693,-465855,none
0.3750,721973,none
0.3771,1723573,none
0.3821,-488287,none
0.3883,-1286129,none
