time_s,value,state
0.0062,-2535589,none
0.0073,-1172137,none
0.0091,2105465,none
0.0134,1677960,none
0.0202,1456583,none
0.0215,-2396061,none
0.0272,-1493518,none
0.0297,2153134,none
0.0343,1821484,none
0.0378,1414157,none
0.0390,-,none
0.0418,2274950,none
0.0427,-,none
0.0475,1786616,none
0.0501,2155341,none
0.0517,1886,none
0.0550,495,none
0.0566,1384955,none
0.0617,-2115467,none
0.0648,-2118556,none
0.0675,2181405,none
0.0718,1980229,none
0.0836,1325985,none
0.0862,-1967543,none
0.0874,-2449994,none
0.0879,2078416,none
0.1040,2158247,none
0.1064,1260505,none
0.1086,-1852034,none
0.1107,-2737513,none
0.1126,1967405,none
0.1147,2212145,none
0.1176,1178735,none
0.1213,-1696508,none
0.1259,-3012947,none
0.1301,1863696,none
0.1347,2261612,none
0.1364,1113293,none
0.1427,-1518391,none
0.1464,-3198989,none
0.1489,1737131,none
0.1540,2224966,none
0.1600,1014677,none
0.1633,-1334802,none
0.1677,-3285810,none
0.1720,1717277,none
0.1758,2249682,none
0.1781,965725,none
0.1803,-111,none
0.1827,3701,none
0.1851,-333008,none
0.1862,9,none
0.1888,1642466,none
0.1935,2234037,none
0.1954,913890,none
0.1998,-854622,none
0.2030,-3364797,none
0.2085,1543741,none
0.2126,2162982,none
0.2167,857898,none
0.2201,-661337,none
0.2240,-3347346,none
0.2294,1545841,none
0.2327,2036115,none
0.2362,860672,none
0.2482,-341937,none
0.2500,-3318293,none
0.2539,1493184,none
0.2558,2015099,none
0.2569,831540,none
0.2613,-66555,none
0.2668,-3301440,none
0.2692,1453326,none
0.2729,2031676,none
0.2783,910757,none
0.2831,243645,none
0.2852,-3292384,none
0.2924,1384873,none
0.2958,2119267,none
0.2989,921232,none
0.3021,535501,none
0.3038,-,none
0.3054,3314927,none
0.3195,1161835,none
0.3200,2161219,none
0.3203,1064897,none
0.3312,712238,none
0.3338,-3378435,none
0.3343,1045429,none
0.3352,2168038,none
0.3355,1166685,none
0.3377,929599,none
0.3414,-3429032,none
0.3453,1107785,none
0.3498,2213923,none
0.3549,1279213,none
0.3578,1170950,none
0.3629,-3424655,none
0.3690,774249,none
0.3702,2152857,none
0.3839,1362320,none
0.3853,1344212,none
0.3864,-3383665,none
0.3867,661422,none
0.3920,2183391,none
0.3986,1422839,none
0.3990,1389088,none
0.4036,-3281695,none
0.4095,370479,none
0.4147,2144172,none
0.4191,1515284,none
0.4199,1490293,none
0.4283,-3194840,none
0.4321,77772,none
0.4522,2174964,none
0.4696,1638203,none
0.4698,1556012,none
0.4699,-3068457,none
0.4700,-167295,none
0.4701,2128186,none
0.4703,1577989,none
0.4704,1558185,none
0.4708,-2934978,none
0.4765,-386946,none
0.4835,2178320,none
0.4844,1574577,none
0.4857,1552081,none
0.4875,-2783816,none
0.4884,-607885,none
0.4889,2124079,none
0.5004,1518417,none
0.5024,1538649,none
0.5028,-2623272,none
0.5051,-873621,none
0.5122,2136785,none
0.5169,1619965,none
0.5191,1506594,none
0.5257,-2459227,none
0.5268,-1168050,none
0.5305,2153356,none
0.5356,1717286,none
0.5408,1487634,none
0.5437,-2336945,none
0.5478,-1477540,none
0.5499,2173997,none
0.5579,1880426,none
0.5583,1458916,none
0.5594,-22,none
0.5692,00286,none
0.5715,-1779588,none
0.5756,2125143,none
0.5794,1979966,none
0.5832,1412153,none
0.5865,-2053943,none
0.5894,-2114579,none
0.5914,2221108,none
0.5930,2036824,none
0.5968,1352120,none
0.5993,-1893558,none
0.6070,-2435820,none
0.6106,2115184,none
0.6128,2208534,none
0.6197,1310333,none
0.6203,-1778149,none
0.6247,-2724457,none
0.6290,1984576,none
0.6319,2283851,none
0.6407,1219022,none
0.6440,-1654677,none
0.6476,-2983731,none
0.6504,1884982,none
0.6591,2293902,none
