6.4931 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1920, 1080]. Using actual size
7.2160 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001D06BA76B80>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001D06BA76B20>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001D06BA76940>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001D06BFBCA90>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
7.2162 	EXP 	window1: mouseVisible = True
7.2163 	EXP 	window1: backgroundImage = ''
7.2163 	EXP 	window1: backgroundFit = 'none'
7.2189 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
7.2189 	EXP 	window1: recordFrameIntervals = False
7.3814 	EXP 	window1: recordFrameIntervals = True
7.5644 	EXP 	Screen (0) actual frame rate measured at 60.32Hz
7.5645 	EXP 	window1: recordFrameIntervals = False
7.5648 	EXP 	window1: mouseVisible = False
9.0109 	EXP 	tarea_iceberg: status = STARTED
9.0113 	EXP 	window1: mouseVisible = True
9.0779 	EXP 	Created text_5 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_5', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
9.0780 	EXP 	window1: mouseVisible = True
9.0888 	EXP 	Created image = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='image', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.35, 0.35]), texRes=128.0, units='height', win=Window(...))
9.1747 	EXP 	Created unnamed MovieStim3 = MovieStim3(__class__=<class 'psychopy.visual.movie3.MovieStim3'>, anchor=('center', 'center'), autoLog=True, color=UNKNOWN, colorSpace=UNKNOWN, depth=0.0, filename='imgs/video_mar.mp4', flipHoriz=False, flipVert=False, fps=UNKNOWN, interpolate=True, loop=True, name='unnamed MovieStim3', noAudio=False, opacity=1, ori=method-wrapper(...), pos=array([0., 0.]), size=None, units='pix', vframe_callback=UNKNOWN, volume=UNKNOWN, win=Window(...))
10.2452 	WARNING 	1.0704136999993352: Video catchup needed, advancing self._nextFrameT from 0.0 to 0.04
10.2452 	WARNING 	1.0705097999998543: Video catchup needed, advancing self._nextFrameT from 0.04 to 0.08
10.2452 	WARNING 	1.0705250999999407: Video catchup needed, advancing self._nextFrameT from 0.08 to 0.12
10.2452 	WARNING 	1.0705425999985891: Video catchup needed, advancing self._nextFrameT from 0.12 to 0.16
10.2452 	WARNING 	1.0705652999968152: Video catchup needed, advancing self._nextFrameT from 0.16 to 0.2
10.2453 	WARNING 	1.070587299996987: Video catchup needed, advancing self._nextFrameT from 0.2 to 0.24000000000000002
10.2453 	WARNING 	1.0706114999993588: Video catchup needed, advancing self._nextFrameT from 0.24000000000000002 to 0.28
10.2453 	WARNING 	1.0706347999985155: Video catchup needed, advancing self._nextFrameT from 0.28 to 0.32
10.2453 	WARNING 	1.0706577999990259: Video catchup needed, advancing self._nextFrameT from 0.32 to 0.36
10.2454 	WARNING 	1.0706817999998748: Video catchup needed, advancing self._nextFrameT from 0.36 to 0.39999999999999997
10.2454 	WARNING 	Max reportNDroppedFrames reached, will not log any more dropped frames
10.5070 	EXP 	window1: mouseVisible = True
10.5100 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='¡Empezamos la segunda ronda!', units='height', win=Window(...), wrapWidth=1)
10.5101 	EXP 	window1: mouseVisible = True
10.5189 	EXP 	Created image_2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='image_2', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.35, 0.35]), texRes=128.0, units='height', win=Window(...))
10.5191 	EXP 	Created unnamed MovieStim3 = MovieStim3(__class__=<class 'psychopy.visual.movie3.MovieStim3'>, anchor=('center', 'center'), autoLog=True, color=UNKNOWN, colorSpace=UNKNOWN, depth=0.0, filename='imgs/song_titanic.mp4', flipHoriz=False, flipVert=False, fps=UNKNOWN, interpolate=True, loop=False, name='unnamed MovieStim3', noAudio=False, opacity=1, ori=method-wrapper(...), pos=array([0., 0.]), size=None, units='pix', vframe_callback=UNKNOWN, volume=UNKNOWN, win=Window(...))
11.5403 	WARNING 	1.02120289999948: Video catchup needed, advancing self._nextFrameT from 0.0 to 0.041666666666666664
11.5404 	WARNING 	1.0212353999995685: Video catchup needed, advancing self._nextFrameT from 0.041666666666666664 to 0.08333333333333333
11.5404 	WARNING 	1.0212460000002466: Video catchup needed, advancing self._nextFrameT from 0.08333333333333333 to 0.125
11.5404 	WARNING 	1.0212553000019398: Video catchup needed, advancing self._nextFrameT from 0.125 to 0.16666666666666666
11.5404 	WARNING 	1.0212644999992335: Video catchup needed, advancing self._nextFrameT from 0.16666666666666666 to 0.20833333333333331
11.5404 	WARNING 	1.0212864000022819: Video catchup needed, advancing self._nextFrameT from 0.20833333333333331 to 0.24999999999999997
11.5404 	WARNING 	1.0212962000005064: Video catchup needed, advancing self._nextFrameT from 0.24999999999999997 to 0.29166666666666663
11.5404 	WARNING 	1.021305800000846: Video catchup needed, advancing self._nextFrameT from 0.29166666666666663 to 0.3333333333333333
11.5404 	WARNING 	1.0213148000002548: Video catchup needed, advancing self._nextFrameT from 0.3333333333333333 to 0.375
11.5405 	WARNING 	1.0213236999989022: Video catchup needed, advancing self._nextFrameT from 0.375 to 0.4166666666666667
11.5405 	WARNING 	Max reportNDroppedFrames reached, will not log any more dropped frames
11.5606 	EXP 	window1: mouseVisible = True
11.5633 	EXP 	Created text_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_2', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='¡empezamos la tercera ronda!', units='height', win=Window(...), wrapWidth=1)
11.5635 	EXP 	Created unnamed MovieStim3 = MovieStim3(__class__=<class 'psychopy.visual.movie3.MovieStim3'>, anchor=('center', 'center'), autoLog=True, color=UNKNOWN, colorSpace=UNKNOWN, depth=0.0, filename='imgs/video_celine.mp4', flipHoriz=False, flipVert=False, fps=UNKNOWN, interpolate=True, loop=False, name='unnamed MovieStim3', noAudio=False, opacity=1, ori=method-wrapper(...), pos=array([0., 0.]), size=None, units='pix', vframe_callback=UNKNOWN, volume=UNKNOWN, win=Window(...))
12.9323 	WARNING 	1.36882820000028: Video catchup needed, advancing self._nextFrameT from 0.0 to 0.03336666666666667
12.9324 	WARNING 	1.3688822999974946: Video catchup needed, advancing self._nextFrameT from 0.03336666666666667 to 0.06673333333333334
12.9324 	WARNING 	1.3689068999992742: Video catchup needed, advancing self._nextFrameT from 0.06673333333333334 to 0.10010000000000001
12.9324 	WARNING 	1.36891900000046: Video catchup needed, advancing self._nextFrameT from 0.10010000000000001 to 0.13346666666666668
12.9324 	WARNING 	1.3689316999989387: Video catchup needed, advancing self._nextFrameT from 0.13346666666666668 to 0.16683333333333333
12.9324 	WARNING 	1.3689432999999553: Video catchup needed, advancing self._nextFrameT from 0.16683333333333333 to 0.2002
12.9324 	WARNING 	1.3689539000006334: Video catchup needed, advancing self._nextFrameT from 0.2002 to 0.23356666666666664
12.9324 	WARNING 	1.368964799999958: Video catchup needed, advancing self._nextFrameT from 0.23356666666666664 to 0.2669333333333333
12.9324 	WARNING 	1.368975599998521: Video catchup needed, advancing self._nextFrameT from 0.2669333333333333 to 0.30029999999999996
12.9325 	WARNING 	1.3689864999978454: Video catchup needed, advancing self._nextFrameT from 0.30029999999999996 to 0.3336666666666666
12.9325 	WARNING 	Max reportNDroppedFrames reached, will not log any more dropped frames
13.3298 	EXP 	window1: mouseVisible = True
