0.0005	-0.00000034
0.0051	-0.00000075
0.0099	-0.00000030
0.0149	-0.00000040
0.0199	-0.00000018
0.0250	-0.00000016
0.0299	-0.00000060
0.0360	-0.00000207
0.0409	-0.00000018
0.0460	-0.00000111
0.0504	-0.00000188
0.0563	-0.00000171
0.0605	-0.00000148
0.0655	-0.00000039
0.0705	0.00000071
0.0757	0.00000122
0.0805	0.00000141
0.0855	0.00000304
0.0905	0.00000284
0.0946	0.00000244
0.0996	0.00000316
0.1046	0.00000090
0.1097	0.00000024
0.1146	-0.00000036
0.1196	0.00000122
0.1247	0.00000057
0.1297	0.00000047
0.1347	-0.00000131
0.1397	0.00000005
0.1447	0.00000046
0.1497	-0.00000137
0.1541	-0.00000047
0.1591	-0.00000079
0.1641	-0.00000121
0.1685	0.00000063
0.1735	0.00000099
0.1785	0.00000226
0.1835	0.00000155
0.1885	0.00000098
0.1935	-0.00000027
0.1985	0.00000081
0.2035	0.00000134
0.2085	0.00000166
0.2135	0.00000081
0.2186	0.00000048
0.2234	0.00000025
0.2285	-0.00000057
0.2336	0.00000051
0.2386	0.00000132
0.2437	0.00000014
0.2486	0.00000002
0.2531	0.00000075
0.2582	0.00000235
0.2632	0.00000038
0.2682	-0.00000003
0.2732	-0.00000133
0.2782	-0.00000007
0.2832	0.00000031
0.2882	0.00000112
0.2931	-0.00000075
0.2982	-0.00000105
0.3032	0.00000045
0.3081	0.00000286
0.3132	0.00000036
0.3188	0.00000002
0.3232	0.00000042
0.3274	0.00000050
0.3325	-0.00000016
0.3376	-0.00000062
0.3426	-0.00000068
0.3482	-0.00000031
0.3531	-0.00000058
0.3576	-0.00000145
0.3627	0.00000068
0.3676	-0.00000166
0.3721	-0.00000155
0.3767	0.00000037
0.3810	0.00000015
0.3860	0.00000009
0.3911	-0.00000083
0.3961	0.00000027
0.4004	-0.00000215
0.4052	-0.00000154
0.4102	0.00000011
0.4150	0.00000125
0.4200	0.00000064
0.4250	-0.00000009
0.4300	-0.00000048
0.4343	-0.00000244
0.4393	-0.00000321
0.4441	-0.00000287
0.4493	-0.00000323
0.4535	-0.00000212
0.4579	-0.00000260
0.4627	-0.00000183
0.4677	-0.00000105
0.4728	-0.00000054
0.4777	-0.00000046
0.4828	-0.00000163
0.4878	0.00000096
0.4927	0.00000191
0.4974	0.00000021
0.5015	0.00000066
0.5060	-0.00000046
0.5109	0.00000047
0.5159	0.00000028
0.5211	-0.00000152
0.5263	-0.00000169
0.5314	0.00000051
0.5364	0.00000011
0.5415	0.00000113
0.5473	0.00000065
0.5515	0.00000023
0.5561	0.00000187
0.5611	0.00000133
0.5663	0.00000067
0.5709	0.00000085
0.5760	0.00000223
0.5811	0.00000115
0.5861	0.00000143
0.5910	0.00000224
0.5970	0.00000076
0.6014	-0.00000078
0.6065	0.00000021
0.6115	-0.00000145
0.6157	-0.00000141
0.6204	-0.00000134
0.6247	-0.00000073
0.6305	-0.00000054
0.6353	-0.00000043
0.6397	0.00000038
0.6439	0.00000173
0.6489	0.00000194
0.6534	0.00000183
0.6585	0.00000079
0.6641	0.00000004
0.6683	-0.00000061
0.6727	-0.00000137
0.6776	-0.00000281
0.0032	-0.00000157
0.0098	-0.00000092
0.0155	-0.00000142
0.0201	0.00000108
0.0251	0.00000186
0.0308	-0.00000040
0.0358	0.00000112
0.0405	0.00000038
0.0451	-0.00000067
0.0501	-0.00000268
0.0564	-0.00000125
0.0612	-0.00000455
0.0663	-0.00000387
0.0715	-0.00000485
0.0758	-0.00000252
0.0809	-0.00000089
0.0858	-0.00000167
0.0907	-0.00000240
0.0959	-0.00000093
0.1008	-0.00000045
0.1052	-0.00000029
0.1093	0.00000047
0.1144	0.00000179
0.1197	0.00000117
0.1239	0.00000107
0.1287	0.00000020
0.1339	0.00000121
0.1389	0.00000057
0.1439	-0.00000300
0.1489	-0.00000246
0.1533	-0.00000083
0.1585	-0.00000235
0.1628	-0.00000179
0.1673	-0.00000082
0.1721	-0.00000125
0.1769	-0.00000001
0.1819	-0.00000042
0.1869	-0.00000084
0.1913	0.00000036
0.1958	0.00000136
0.2008	0.00000055
0.2049	0.00000227
0.2099	0.00000175
0.2149	-0.00000029
0.2198	-0.00000052
0.2249	0.00000078
0.2292	0.00000047
0.2343	0.00000048
0.2388	0.00000008
0.2440	-0.00000024
0.2488	-0.00000016
0.2539	-0.00000004
0.2591	0.00000079
0.2636	-0.00000166
0.2686	-0.00000068
0.2735	-0.00000033
0.2779	-0.00000135
0.2827	0.00000063
